GAS DAY STARTED ON,GAS IN STORAGE(TWh),% FULL,TREND,INJECTION(GWh/d),WITHDRAWAL(GWh/d),WORKING GAS VOLUME(TWh),INJECTION CAPACITY(GWh/d),WITHDRAWAL CAPACITY(GWh/d),STATUS
2020-02-27,5.848,"64,97","-0,23",0,20.58,9.0013,88.14,169.5,Confirmed
2020-02-26,5.8686,"65,20","-0,21",0,18.58,9.0013,88.14,169.5,Confirmed
2020-02-25,5.8872,"65,40","0,07",6.39,0,9.0013,88.14,169.5,Confirmed
2020-02-24,5.8808,"65,33","0,18",16.28,0,9.0013,88.14,169.5,Confirmed
2020-02-23,5.8645,"65,15","0,28",25.42,0,9.0013,88.14,169.5,Confirmed
2020-02-22,5.8391,"64,87","0,24",21.4,0,9.0013,88.14,169.5,Confirmed
2020-02-21,5.8177,"64,63","0,33",29.7,0,9.0013,88.14,169.5,Confirmed
2020-02-20,5.788,"64,30","0,20",18.36,0,9.0013,88.14,169.5,Confirmed
2020-02-19,5.7696,"64,10","0,31",27.47,0,9.0013,88.14,169.5,Confirmed
2020-02-18,5.7421,"63,79","0,30",27.01,0,9.0013,88.14,169.5,Confirmed
2020-02-17,5.7151,"63,49","0,18",16.43,0,9.0013,88.14,169.5,Confirmed
2020-02-16,5.6987,"63,31","0,33",29.29,0,9.0013,88.14,169.5,Confirmed
2020-02-15,5.6694,"62,98","0,31",27.86,0,9.0013,88.14,169.5,Confirmed
2020-02-14,5.6415,"62,67","-0,45",0,40.34,9.0013,88.14,169.5,Confirmed
2020-02-13,5.6819,"63,12","-0,47",0,42.16,9.0013,88.14,169.5,Confirmed
2020-02-12,5.724,"63,59","-0,52",0,46.39,9.0013,88.14,169.5,Confirmed
2020-02-11,5.7704,"64,11","-0,33",0,29.27,9.0013,88.14,169.5,Confirmed
2020-02-10,5.7997,"64,43","0,16",14.03,0,9.0013,88.14,169.5,Confirmed
2020-02-09,5.7857,"64,28","0,18",16.3,0,9.0013,88.14,169.5,Confirmed
2020-02-08,5.7694,"64,09","0,15",13.3,0,9.0013,88.14,169.5,Confirmed
2020-02-07,5.7561,"63,95","-0,54",0,48.27,9.0013,88.14,169.5,Confirmed
2020-02-06,5.8044,"64,48","-0,54",0,48.69,9.0013,88.14,169.5,Confirmed
2020-02-05,5.853,"65,02","-0,00",0,0.41,9.0013,88.14,169.5,Confirmed
2020-02-04,5.8535,"65,03","0,00",0.3,0,9.0013,88.14,169.5,Confirmed
2020-02-03,5.8532,"65,03","0,08",7.24,0,9.0013,88.14,169.5,Confirmed
2020-02-02,5.8459,"64,95","0,05",4.33,0,9.0013,88.14,169.5,Confirmed
2020-02-01,5.8416,"64,90","0,13",11.63,0,9.0013,88.14,169.5,Confirmed
2020-01-31,5.83,"64,77","-0,56",0,50.81,9.0013,88.14,169.5,Confirmed
2020-01-30,5.8808,"65,33","-0,55",0,49.58,9.0013,88.14,169.5,Confirmed
2020-01-29,5.9304,"65,88","-0,55",0,49.39,9.0013,88.14,169.5,Confirmed
2020-01-28,5.9797,"66,43","-0,52",0,46.55,9.0013,88.14,169.5,Confirmed
2020-01-27,6.0263,"66,95","-0,82",0,73.62,9.0013,88.14,169.5,Confirmed
2020-01-26,6.0999,"67,77","-0,46",0,41.61,9.0013,88.14,169.5,Confirmed
2020-01-25,6.1415,"68,23","-0,55",0,49.43,9.0013,88.14,169.5,Confirmed
2020-01-24,6.191,"68,78","-0,72",0,64.64,9.0013,88.14,169.5,Confirmed
2020-01-23,6.2556,"69,50","-0,73",0,65.56,9.0013,88.14,169.5,Confirmed
2020-01-22,6.3212,"70,22","-0,71",0,63.47,9.0013,88.14,169.5,Confirmed
2020-01-21,6.3846,"70,93","-0,76",0,68.52,9.0013,88.14,169.5,Confirmed
2020-01-20,6.4531,"71,69","-0,68",0,60.77,9.0013,88.14,169.5,Confirmed
2020-01-19,6.5139,"72,37","-0,89",0,80.17,9.0013,88.14,169.5,Confirmed
2020-01-18,6.5941,"73,26","-0,51",0,45.8,9.0013,88.14,169.5,Confirmed
2020-01-17,6.6399,"73,77","-1,18",0,106.37,9.0013,88.14,169.5,Confirmed
2020-01-16,6.7462,"74,95","-1,15",0,103.55,9.0013,88.14,169.5,Confirmed
2020-01-15,6.8498,"76,10","-0,78",0,69.82,9.0013,88.14,169.5,Confirmed
2020-01-14,6.9196,"76,87","-0,55",0,49.35,9.0013,88.14,169.5,Confirmed
2020-01-13,6.969,"77,42","-0,46",0,41.02,9.0013,88.14,169.5,Confirmed
2020-01-12,7.01,"77,88","-0,46",0,41.72,9.0013,88.14,169.5,Confirmed
2020-01-11,7.0517,"78,34","-0,45",0,40.6,9.0013,88.14,169.5,Confirmed
2020-01-10,7.0923,"78,79","-0,47",0,42.32,9.0013,88.14,169.5,Confirmed
2020-01-09,7.1346,"79,26","-0,46",0,41.23,9.0013,88.14,169.5,Confirmed
2020-01-08,7.1759,"79,72","-0,49",0,44.46,9.0013,88.14,169.5,Confirmed
2020-01-07,7.2203,"80,21","-0,58",0,52.59,9.0013,88.14,169.5,Confirmed
2020-01-06,7.2729,"80,80","-0,79",0,71.32,9.0013,88.14,169.5,Confirmed
2020-01-05,7.3442,"81,59","-0,54",0,48.46,9.0013,88.14,169.5,Confirmed
2020-01-04,7.3927,"82,13","-0,61",0,54.95,9.0013,88.14,169.5,Confirmed
2020-01-03,7.4476,"82,74","-0,57",0,51.64,9.0013,88.14,169.5,Confirmed
2020-01-02,7.4993,"83,31","-0,45",0,40.94,9.0013,88.14,169.5,Confirmed
2020-01-01,7.5402,"83,77","-0,51",0,45.47,9.0013,88.14,169.5,Confirmed
2019-12-31,7.5857,"84,27","-0,35",0,31.52,9.0013,88.14,169.5,Confirmed
2019-12-30,7.6172,"84,62","-0,39",0,35.33,9.0013,88.14,169.5,Confirmed
2019-12-29,7.6526,"85,02","-0,41",0,37.15,9.0013,88.14,169.5,Confirmed
2019-12-28,7.6897,"85,43","-0,32",0,28.74,9.0013,88.14,169.5,Confirmed
2019-12-27,7.7185,"85,75","-1,05",0,94.73,9.0013,88.14,169.5,Confirmed
2019-12-26,7.8132,"86,80","-0,70",0,63.32,9.0013,88.14,169.5,Confirmed
2019-12-25,7.8765,"87,50","-0,39",0,35.28,9.0013,88.14,169.5,Confirmed
2019-12-24,7.9118,"87,90","-0,39",0,35.24,9.0013,88.14,169.5,Confirmed
2019-12-23,7.947,"88,29","-0,43",0,38.75,9.0013,88.14,169.5,Confirmed
2019-12-22,7.9858,"88,72","-0,47",0,42.51,9.0013,88.14,169.5,Confirmed
2019-12-21,8.0283,"89,19","-0,45",0,40.39,9.0013,88.14,169.5,Confirmed
2019-12-20,8.0687,"89,64","-0,34",0,30.24,9.0013,88.14,169.5,Confirmed
2019-12-19,8.0989,"89,97","-0,38",0,33.8,9.0013,88.14,169.5,Confirmed
2019-12-18,8.1327,"90,35","-0,37",0,33.25,9.0013,88.14,169.5,Confirmed
2019-12-17,8.166,"90,72","-0,37",0,33.16,9.0013,88.14,169.5,Confirmed
2019-12-16,8.1991,"91,09","-0,30",0,27.3,9.0013,88.14,169.5,Confirmed
2019-12-15,8.2264,"91,39","-0,28",0,24.96,9.0013,88.14,169.5,Confirmed
2019-12-14,8.2514,"91,67","-0,33",0,29.26,9.0013,88.14,169.5,Confirmed
2019-12-13,8.2806,"91,99","-0,32",0,29.04,9.0013,88.14,169.5,Confirmed
2019-12-12,8.3097,"92,32","-0,38",0,34.02,9.0013,88.14,169.5,Confirmed
2019-12-11,8.3437,"92,69","-0,38",0,34.42,9.0013,88.14,169.5,Confirmed
2019-12-10,8.3781,"93,08","-0,34",0,30.97,9.0013,88.14,169.5,Confirmed
2019-12-09,8.4091,"93,42","-0,33",0,29.82,9.0013,88.14,169.5,Confirmed
2019-12-08,8.4389,"93,75","-0,10",0,8.84,9.0013,88.14,169.5,Confirmed
2019-12-07,8.4477,"93,85","-0,06",0,5.42,9.0013,88.14,169.5,Confirmed
2019-12-06,8.4532,"93,91","-0,34",0,30.17,9.0013,88.14,169.5,Confirmed
2019-12-05,8.4833,"94,25","-0,56",0,50.12,9.0013,88.14,169.5,Confirmed
2019-12-04,8.5335,"94,80","-0,50",0,44.72,9.0013,88.14,169.5,Confirmed
2019-12-03,8.5782,"95,30","-0,46",0,41.24,9.0013,88.14,169.5,Confirmed
2019-12-02,8.6194,"95,76","-0,48",0,43.52,9.0013,88.14,169.5,Confirmed
2019-12-01,8.6629,"96,24","-0,66",0,59.86,9.0013,88.14,169.5,Confirmed
2019-11-30,8.7228,"96,91","0,11",10.3,0,9.0013,88.14,169.5,Confirmed
2019-11-29,8.7125,"96,79","-0,03",0,2.44,9.0013,88.14,169.5,Confirmed
2019-11-28,8.7149,"96,82","0,00",0.38,0,9.0013,88.14,169.5,Confirmed
2019-11-27,8.7146,"96,81","0,01",0.7,0,9.0013,88.14,169.5,Confirmed
2019-11-26,8.7139,"96,81","0,01",0.65,0,9.0013,88.14,169.5,Confirmed
2019-11-25,8.7132,"96,80","0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-11-24,8.7132,"96,80","0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-11-23,8.7132,"96,80","-0,00",0,0.05,9.0013,88.14,169.5,Confirmed
2019-11-22,8.7133,"96,80","0,01",0.72,0,9.0013,88.14,169.5,Confirmed
2019-11-21,8.7126,"96,79","-0,15",0,13.8,9.0013,88.14,169.5,Confirmed
2019-11-20,8.7263,"96,95","-0,01",0,1.05,9.0013,88.14,169.5,Confirmed
2019-11-19,8.7274,"96,96","0,01",0.67,0,9.0013,88.14,169.5,Confirmed
2019-11-18,8.7267,"96,95","-0,04",0,3.41,9.0013,88.14,169.5,Confirmed
2019-11-17,8.7301,"96,99","0,06",5.33,0,9.0013,88.14,169.5,Confirmed
2019-11-16,8.7248,"96,93","0,00",0.24,0,9.0013,88.14,169.5,Confirmed
2019-11-15,8.7246,"96,93","0,06",5.34,0,9.0013,88.14,169.5,Confirmed
2019-11-14,8.7192,"96,87","0,09",7.99,0,9.0013,88.14,169.5,Confirmed
2019-11-13,8.7112,"96,78","0,01",0.96,0,9.0013,88.14,169.5,Confirmed
2019-11-12,8.7103,"96,77","0,02",1.84,0,9.0013,88.14,169.5,Confirmed
2019-11-11,8.7084,"96,75","-0,17",0,15.14,9.0013,88.14,169.5,Confirmed
2019-11-10,8.7236,"96,91","-0,01",0,0.98,9.0013,88.14,169.5,Confirmed
2019-11-09,8.7246,"96,93","0,00",0.14,0,9.0013,88.14,169.5,Confirmed
2019-11-08,8.7244,"96,92","0,00",0.32,0,9.0013,88.14,169.5,Confirmed
2019-11-07,8.7241,"96,92","0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-11-06,8.7241,"96,92","0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-11-05,8.7241,"96,92","-0,06",0,5.42,9.0013,88.14,169.5,Confirmed
2019-11-04,8.7295,"96,98","-0,05",0,4.84,9.0013,88.14,169.5,Confirmed
2019-11-03,8.7344,"97,03","-0,01",0,0.88,9.0013,88.14,169.5,Confirmed
2019-11-02,8.7352,"97,04","0,21",19.27,0,9.0013,88.14,169.5,Confirmed
2019-11-01,8.716,"96,83","-0,19",0,16.87,9.0013,88.14,169.5,Confirmed
2019-10-31,8.7329,"97,02","0,05",4.51,0,9.0013,88.14,169.5,Confirmed
2019-10-30,8.7283,"96,97","0,06",5.42,0,9.0013,88.14,169.5,Confirmed
2019-10-29,8.7229,"96,91","0,01",0.99,0,9.0013,88.14,169.5,Confirmed
2019-10-28,8.7219,"96,90","-0,21",0,18.99,9.0013,88.14,169.5,Confirmed
2019-10-27,8.7409,"97,11","-0,02",0,2.25,9.0013,88.14,169.5,Confirmed
2019-10-26,8.7432,"97,13","0,01",1.15,0,9.0013,88.14,169.5,Confirmed
2019-10-25,8.742,"97,12","0,00",0.25,0,9.0013,88.14,169.5,Confirmed
2019-10-24,8.7418,"97,12","0,02",2.17,0,9.0013,88.14,169.5,Confirmed
2019-10-23,8.7396,"97,09","-0,05",0,4.35,9.0013,88.14,169.5,Confirmed
2019-10-22,8.7439,"97,14","-0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-10-21,8.7439,"97,14","-0,03",0,2.26,9.0013,88.14,169.5,Confirmed
2019-10-20,8.7462,"97,17","0,01",0.71,0,9.0013,88.14,169.5,Confirmed
2019-10-19,8.7455,"97,16","0,04",3.57,0,9.0013,88.14,169.5,Confirmed
2019-10-18,8.7419,"97,12","0,00",0.02,0,9.0013,88.14,169.5,Confirmed
2019-10-17,8.7419,"97,12","0,00",0.02,0,9.0013,88.14,169.5,Confirmed
2019-10-16,8.7419,"97,12","0,00",0.02,0,9.0013,88.14,169.5,Confirmed
2019-10-15,8.7419,"97,12","0,00",0.02,0,9.0013,88.14,169.5,Confirmed
2019-10-14,8.7418,"97,12","0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-10-13,8.7418,"97,12","0,13",11.68,0,9.0013,88.14,169.5,Confirmed
2019-10-12,8.7302,"96,99","-0,24",0,21.27,9.0013,88.14,169.5,Confirmed
2019-10-11,8.7514,"97,22","0,00",0.03,0,9.0013,88.14,169.5,Confirmed
2019-10-10,8.7514,"97,22","-0,13",0,12.04,9.0013,88.14,169.5,Confirmed
2019-10-09,8.7634,"97,36","0,00",0.03,0,9.0013,88.14,169.5,Confirmed
2019-10-08,8.7634,"97,36","0,01",0.94,0,9.0013,88.14,169.5,Confirmed
2019-10-07,8.7625,"97,35","-0,00",0,0.19,9.0013,88.14,169.5,Confirmed
2019-10-06,8.7627,"97,35","0,08",7.19,0,9.0013,88.14,169.5,Confirmed
2019-10-05,8.7555,"97,27","-0,04",0,3.37,9.0013,88.14,169.5,Confirmed
2019-10-04,8.7588,"97,31","-0,00",0,0.38,9.0013,88.14,169.5,Confirmed
2019-10-03,8.7592,"97,31","0,01",0.61,0,9.0013,88.14,169.5,Confirmed
2019-10-02,8.7586,"97,30","0,00",0.14,0,9.0013,88.14,169.5,Confirmed
2019-10-01,8.7585,"97,30","0,11",9.94,0,9.0013,88.14,169.5,Confirmed
2019-09-30,8.7485,"97,19","0,03",2.63,0,9.0013,88.14,169.5,Confirmed
2019-09-29,8.7459,"97,16","-0,01",0,0.96,9.0013,88.14,169.5,Confirmed
2019-09-28,8.7469,"97,17","-0,00",0,0.06,9.0013,88.14,169.5,Confirmed
2019-09-27,8.7469,"97,17","0,00",0.1,0,9.0013,88.14,169.5,Confirmed
2019-09-26,8.7468,"97,17","-0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-09-25,8.7468,"97,17","0,00",0.27,0,9.0013,88.14,169.5,Confirmed
2019-09-24,8.7466,"97,17","-0,05",0,4.19,9.0013,88.14,169.5,Confirmed
2019-09-23,8.7507,"97,22","-0,01",0,0.61,9.0013,88.14,169.5,Confirmed
2019-09-22,8.7513,"97,22","0,00",0.29,0,9.0013,88.14,169.5,Confirmed
2019-09-21,8.7511,"97,22","-0,01",0,1.2,9.0013,88.14,169.5,Confirmed
2019-09-20,8.7523,"97,23","-0,05",0,4.14,9.0013,88.14,169.5,Confirmed
2019-09-19,8.7564,"97,28","-0,00",0,0,9.0013,88.14,169.5,Confirmed
2019-09-18,8.7564,"97,28","0,01",0.71,0,9.0013,88.14,169.5,Confirmed
2019-09-17,8.7557,"97,27","0,01",0.66,0,9.0013,88.14,169.5,Confirmed
2019-09-16,8.755,"97,26","0,02",2.21,0,9.0013,88.14,169.5,Confirmed
2019-09-15,8.7528,"97,24","0,02",1.37,0,9.0013,88.14,169.5,Confirmed
2019-09-14,8.7515,"97,22","0,03",2.71,0,9.0013,88.14,169.5,Confirmed
2019-09-13,8.7487,"97,19","-0,05",0,4.49,9.0013,88.14,169.5,Confirmed
2019-09-12,8.7532,"97,24","-0,00",0,0.03,9.0013,88.14,169.5,Confirmed
2019-09-11,8.7533,"97,24","-0,01",0,0.9,9.0013,88.14,169.5,Confirmed
2019-09-10,8.7542,"97,25","0,03",2.49,0,9.0013,88.14,169.5,Confirmed
2019-09-09,8.7517,"97,23","-0,00",0,0.29,9.0013,88.14,169.5,Confirmed
2019-09-08,8.752,"97,23","-0,01",0,0.66,9.0013,88.14,169.5,Confirmed
2019-09-07,8.7526,"97,24","0,00",0.29,0,9.0013,88.14,169.5,Confirmed
2019-09-06,8.7523,"97,23","-0,04",0,3.78,9.0013,88.14,169.5,Confirmed
2019-09-05,8.7561,"97,28","-0,00",0,0.07,9.0013,88.14,169.5,Confirmed
2019-09-04,8.7562,"97,28","0,02",1.52,0,9.0013,88.14,169.5,Confirmed
2019-09-03,8.7547,"97,26","0,03",2.73,0,9.0013,88.14,169.5,Confirmed
2019-09-02,8.7519,"97,23","0,03",2.97,0,9.0013,88.14,169.5,Confirmed
2019-09-01,8.749,"97,20","0,06",5.12,0,9.0013,88.14,169.5,Confirmed
2019-08-31,8.7438,"97,14","0,36",32.58,0,9.0013,88.14,169.5,Confirmed
2019-08-30,8.7113,"96,78","0,38",34,0,9.0013,88.14,169.5,Confirmed
2019-08-29,8.6773,"96,40","0,38",34.07,0,9.0013,88.14,169.5,Confirmed
2019-08-28,8.6432,"96,02","0,39",35.22,0,9.0013,88.14,169.5,Confirmed
2019-08-27,8.608,"95,63","0,36",32.41,0,9.0013,88.14,169.5,Confirmed
2019-08-26,8.5756,"95,27","0,26",23.09,0,9.0013,88.14,169.5,Confirmed
2019-08-25,8.5525,"95,01","0,48",43.41,0,9.0013,88.14,169.5,Confirmed
2019-08-24,8.5091,"94,53","0,40",35.86,0,9.0013,88.14,169.5,Confirmed
2019-08-23,8.4732,"94,13","0,39",34.84,0,9.0013,88.14,169.5,Confirmed
2019-08-22,8.4384,"93,75","0,37",33.74,0,9.0013,88.14,169.5,Confirmed
2019-08-21,8.4046,"93,37","0,38",33.9,0,9.0013,88.14,169.5,Confirmed
2019-08-20,8.3707,"92,99","0,37",33.36,0,9.0013,88.14,169.5,Confirmed
2019-08-19,8.3374,"92,62","0,41",37.35,0,9.0013,88.14,169.5,Confirmed
2019-08-18,8.3,"92,21","0,39",34.82,0,9.0013,88.14,169.5,Confirmed
2019-08-17,8.2652,"91,82","0,41",37.27,0,9.0013,88.14,169.5,Confirmed
2019-08-16,8.2279,"91,41","0,38",34.32,0,9.0013,88.14,169.5,Confirmed
2019-08-15,8.1936,"91,03","0,40",36.07,0,9.0013,88.14,169.5,Confirmed
2019-08-14,8.1575,"90,63","0,38",34.36,0,9.0013,88.14,169.5,Confirmed
2019-08-13,8.1232,"90,24","0,38",34.16,0,9.0013,88.14,169.5,Confirmed
2019-08-12,8.089,"89,86","0,39",34.97,0,9.0013,88.14,169.5,Confirmed
2019-08-11,8.054,"89,48","0,34",30.68,0,9.0013,88.14,169.5,Confirmed
2019-08-10,8.0234,"89,14","0,34",30.45,0,9.0013,88.14,169.5,Confirmed
2019-08-09,7.9929,"88,80","0,35",31.25,0,9.0013,88.14,169.5,Confirmed
2019-08-08,7.9617,"88,45","0,35",31.21,0,9.0013,88.14,169.5,Confirmed
2019-08-07,7.9305,"88,10","0,49",44.1,0,9.0013,88.14,169.5,Confirmed
2019-08-06,7.8864,"87,61","0,38",34.23,0,9.0013,88.14,169.5,Confirmed
2019-08-05,7.8521,"87,23","0,38",34.23,0,9.0013,88.14,169.5,Confirmed
2019-08-04,7.8179,"86,85","0,43",38.38,0,9.0013,88.14,169.5,Confirmed
2019-08-03,7.7795,"86,43","0,38",34.23,0,9.0013,88.14,169.5,Confirmed
2019-08-02,7.7453,"86,05","0,38",34.23,0,9.0013,88.14,169.5,Confirmed
2019-08-01,7.7111,"85,67","0,40",35.92,0,9.0013,88.14,169.5,Confirmed
2019-07-31,7.6751,"85,27","0,36",32.18,0,9.0013,88.14,169.5,Confirmed
2019-07-30,7.643,"84,91","0,35",31.72,0,9.0013,88.14,169.5,Confirmed
2019-07-29,7.6112,"84,56","0,31",28.08,0,9.0013,88.14,169.5,Confirmed
2019-07-28,7.5832,"84,25","0,31",27.48,0,9.0013,88.14,169.5,Confirmed
2019-07-27,7.5557,"83,94","0,34",30.52,0,9.0013,88.14,169.5,Confirmed
2019-07-26,7.5252,"83,60","0,36",32.7,0,9.0013,88.14,169.5,Confirmed
2019-07-25,7.4925,"83,24","0,29",26.34,0,9.0013,88.14,169.5,Confirmed
2019-07-24,7.4661,"82,94","0,33",29.9,0,9.0013,88.14,169.5,Confirmed
2019-07-23,7.4362,"82,61","0,38",34.04,0,9.0013,88.14,169.5,Confirmed
2019-07-22,7.4022,"82,23","0,31",28.17,0,9.0013,88.14,169.5,Confirmed
2019-07-21,7.374,"81,92","0,30",27.2,0,9.0013,88.14,169.5,Confirmed
2019-07-20,7.3468,"81,62","0,43",38.64,0,9.0013,88.14,169.5,Confirmed
2019-07-19,7.3082,"81,19","0,40",35.65,0,9.0013,88.14,169.5,Confirmed
2019-07-18,7.2725,"80,79","0,34",30.91,0,9.0013,88.14,169.5,Confirmed
2019-07-17,7.2416,"80,45","0,35",31.42,0,9.0013,88.14,169.5,Confirmed
2019-07-16,7.2102,"80,10","0,35",31.45,0,9.0013,88.14,169.5,Confirmed
2019-07-15,7.1787,"79,75","0,45",40.64,0,9.0013,88.14,169.5,Confirmed
2019-07-14,7.1381,"79,30","0,47",42.66,0,9.0013,88.14,169.5,Confirmed
2019-07-13,7.0954,"78,83","0,41",36.92,0,9.0013,88.14,169.5,Confirmed
2019-07-12,7.0585,"78,42","0,38",33.79,0,9.0013,88.14,169.5,Confirmed
2019-07-11,7.0247,"78,04","0,29",26.32,0,9.0013,88.14,169.5,Confirmed
2019-07-10,6.9984,"77,75","0,35",31.09,0,9.0013,88.14,169.5,Confirmed
2019-07-09,6.9673,"77,40","0,34",30.97,0,9.0013,88.14,169.5,Confirmed
2019-07-08,6.9363,"77,06","0,28",24.99,0,9.0013,88.14,169.5,Confirmed
2019-07-07,6.9114,"76,78","0,37",33.66,0,9.0013,88.14,169.5,Confirmed
2019-07-06,6.8777,"76,41","0,40",35.65,0,9.0013,88.14,169.5,Confirmed
2019-07-05,6.842,"76,01","0,33",29.88,0,9.0013,88.14,169.5,Confirmed
2019-07-04,6.8122,"75,68","0,34",30.42,0,9.0013,88.14,169.5,Confirmed
2019-07-03,6.7817,"75,34","0,45",40.53,0,9.0013,88.14,169.5,Confirmed
2019-07-02,6.7412,"74,89","0,45",40.17,0,9.0013,88.14,169.5,Confirmed
2019-07-01,6.701,"74,45","0,52",46.78,0,9.0013,88.14,169.5,Confirmed
2019-06-30,6.6543,"73,93","0,59",53.4,0,9.0013,88.14,169.5,Confirmed
2019-06-29,6.6009,"73,33","0,50",44.69,0,9.0013,88.14,169.5,Confirmed
2019-06-28,6.5562,"72,84","0,58",52.12,0,9.0013,88.14,169.5,Confirmed
2019-06-27,6.5041,"72,26","0,60",53.94,0,9.0013,88.14,169.5,Confirmed
2019-06-26,6.4501,"71,66","0,57",51.7,0,9.0013,88.14,169.5,Confirmed
2019-06-25,6.3984,"71,08","0,56",49.96,0,9.0013,88.14,169.5,Confirmed
2019-06-24,6.3485,"70,53","0,55",49.51,0,9.0013,88.14,169.5,Confirmed
2019-06-23,6.2989,"69,98","0,53",47.27,0,9.0013,88.14,169.5,Confirmed
2019-06-22,6.2517,"69,45","0,51",45.98,0,9.0013,88.14,169.5,Confirmed
2019-06-21,6.2057,"68,94","0,48",43.07,0,9.0013,88.14,169.5,Confirmed
2019-06-20,6.1626,"68,46","0,53",47.89,0,9.0013,88.14,169.5,Confirmed
2019-06-19,6.1147,"67,93","0,54",48.24,0,9.0013,88.14,169.5,Confirmed
2019-06-18,6.0665,"67,40","0,51",45.98,0,9.0013,88.14,169.5,Confirmed
2019-06-17,6.0205,"66,88","0,58",52.43,0,9.0013,88.14,169.5,Confirmed
2019-06-16,5.9681,"66,30","0,55",49.14,0,9.0013,88.14,169.5,Confirmed
2019-06-15,5.9189,"65,76","0,53",47.85,0,9.0013,88.14,169.5,Confirmed
2019-06-14,5.8711,"65,22","0,58",52.55,0,9.0013,88.14,169.5,Confirmed
2019-06-13,5.8185,"64,64","0,58",51.94,0,9.0013,88.14,169.5,Confirmed
2019-06-12,5.7666,"64,06","0,55",49.26,0,9.0013,88.14,169.5,Confirmed
2019-06-11,5.7173,"63,52","0,55",49.6,0,9.0013,88.14,169.5,Confirmed
2019-06-10,5.6677,"62,97","0,61",55.13,0,9.0013,88.14,169.5,Confirmed
2019-06-09,5.6126,"62,35","0,61",54.78,0,9.0013,88.14,169.5,Confirmed
2019-06-08,5.5578,"61,74","0,59",53.38,0,9.0013,88.14,169.5,Confirmed
2019-06-07,5.5045,"61,15","0,63",56.63,0,9.0013,88.14,169.5,Confirmed
2019-06-06,5.4478,"60,52","0,66",59.7,0,9.0013,88.14,169.5,Confirmed
2019-06-05,5.3881,"59,86","0,61",55.02,0,9.0013,88.14,169.5,Confirmed
2019-06-04,5.3331,"59,25","0,74",66.33,0,9.0013,88.14,169.5,Confirmed
2019-06-03,5.2668,"58,51","0,66",59.21,0,9.0013,88.14,169.5,Confirmed
2019-06-02,5.2076,"57,85","0,68",61.04,0,9.0013,88.14,169.5,Confirmed
2019-06-01,5.1465,"57,18","0,67",60.1,0,9.0013,88.14,169.5,Confirmed
2019-05-31,5.0864,"56,51","0,59",53.34,0,9.0013,88.14,169.5,Confirmed
2019-05-30,5.0331,"55,92","0,72",64.57,0,9.0013,88.14,169.5,Confirmed
2019-05-29,4.9685,"55,20","0,58",51.8,0,9.0013,88.14,169.5,Confirmed
2019-05-28,4.9167,"54,62","0,53",47.29,0,9.0013,88.14,169.5,Confirmed
2019-05-27,4.8694,"54,10","0,65",58.45,0,9.0013,88.14,169.5,Confirmed
2019-05-26,4.811,"53,45","0,75",67.32,0,9.0013,88.14,169.5,Confirmed
2019-05-25,4.7437,"52,70","0,64",57.69,0,9.0013,88.14,169.5,Confirmed
2019-05-24,4.686,"52,06","0,59",53.46,0,9.0013,88.14,169.5,Confirmed
2019-05-23,4.6325,"51,46","0,38",34.11,0,9.0013,88.14,169.5,Confirmed
2019-05-22,4.5984,"51,09","0,34",30.56,0,9.0013,88.14,169.5,Confirmed
2019-05-21,4.5678,"50,75","0,58",52.36,0,9.0013,88.14,169.5,Confirmed
2019-05-20,4.5155,"50,16","0,16",13.97,0,9.0013,88.14,169.5,Confirmed
2019-05-19,4.5015,"50,01","0,29",26.15,0,9.0013,88.14,169.5,Confirmed
2019-05-18,4.4753,"49,72","0,39",35.55,0,9.0013,88.14,169.5,Confirmed
2019-05-17,4.4398,"49,32","0,24",21.37,0,9.0013,88.14,169.5,Confirmed
2019-05-16,4.4184,"49,09","0,27",24.19,0,9.0013,88.14,169.5,Confirmed
2019-05-15,4.3942,"48,82","0,19",17.31,0,9.0013,88.14,169.5,Confirmed
2019-05-14,4.3769,"48,63","0,34",30.58,0,9.0013,88.14,169.5,Confirmed
2019-05-13,4.3464,"48,29","0,27",24.71,0,9.0013,88.14,169.5,Confirmed
2019-05-12,4.3216,"48,01","0,24",21.4,0,9.0013,88.14,169.5,Confirmed
2019-05-11,4.3002,"47,77","0,27",24.75,0,9.0013,88.14,169.5,Confirmed
2019-05-10,4.2755,"47,50","0,27",24.23,0,9.0013,88.14,169.5,Confirmed
2019-05-09,4.2513,"47,23","0,34",30.87,0,9.0013,88.14,169.5,Confirmed
2019-05-08,4.2204,"46,89","0,25",22.93,0,9.0013,88.14,169.5,Confirmed
2019-05-07,4.1975,"46,63","0,21",18.88,0,9.0013,88.14,169.5,Confirmed
2019-05-06,4.1808,"46,45","0,42",38.22,0,9.0013,88.14,169.5,E-Value
2019-05-05,4.1727,"46,36","0,33",30.1,0,9.0013,88.14,169.5,Confirmed
2019-05-04,4.1426,"46,02","0,42",38.22,0,9.0013,88.14,169.5,Confirmed
